bill_id,state,bill_number,year,session_title,status_desc,status_date,last_action_date,last_action,committee,direction_heuristic,title,description,url
1789799,TN,HB1616,2023,2023-2024 Regular Session,In House Committee,2023-12-06,2024-04-17,"Taken off notice for cal in s/c Finance, Ways, and Means Subcommittee of Finance, Ways, and Means Committee",,unclear,"AN ACT to amend Tennessee Code Annotated, Title 2, relative to elections.","As introduced, prescribes a process by which a person must declare a statewide political party or recognized minor party affiliation before voting in a primary election; designates persons who choose ",https://legiscan.com/TN/bill/HB1616/2023
1833947,TN,SB2631,2024,2023-2024 Regular Session,In Senate Committee,2024-03-27,2024-03-27,Failed in Senate State and Local Government Committee,,unclear,"AN ACT to amend Tennessee Code Annotated, Title 2, relative to elections.","As introduced, prescribes a process by which a person must declare a statewide political party or recognized minor party affiliation before voting in a primary election; designates persons who choose ",https://legiscan.com/TN/bill/SB2631/2023
524205,TX,HB2506,2013,2013 Regular Session,In House Committee,2013-03-05,2013-03-12,Referred to Elections,Elections,opens,Relating to nonpartisan primary elections; authorizing a fee.,Relating to nonpartisan primary elections; authorizing a fee.,https://legiscan.com/TX/bill/HB2506/2013
752131,TX,HB3080,2015,2015 Regular Session,In House Committee,2015-03-11,2015-03-23,Referred to Elections,Elections,opens,Relating to nonpartisan primary elections; authorizing a fee.,Relating to nonpartisan primary elections; authorizing a fee.,https://legiscan.com/TX/bill/HB3080/2015
964495,TX,HB1996,2017,2017 Regular Session,In House Committee,2017-02-16,2017-03-15,Referred to Elections,Elections,opens,Relating to nonpartisan primary elections; authorizing a fee.,Relating to nonpartisan primary elections; authorizing a fee.,https://legiscan.com/TX/bill/HB1996/2017
1180919,TX,HB1204,2019,2019 Regular Session,In House Committee,2019-01-30,2019-02-26,Referred to Elections,Elections,opens,Relating to nonpartisan primary elections; authorizing a fee.,Relating to nonpartisan primary elections; authorizing a fee.,https://legiscan.com/TX/bill/HB1204/2019
1473758,TX,HB2873,2021,2021 Regular Session,In House Committee,2021-03-04,2021-03-18,Referred to Elections,Elections,opens,Relating to nonpartisan primary elections; authorizing a fee.,Relating to nonpartisan primary elections; authorizing a fee.,https://legiscan.com/TX/bill/HB2873/2021
2000146,TX,HB4453,2025,2025 Regular Session,In House Committee,2025-03-11,2025-04-03,Referred to Elections,Elections,opens,Relating to nonpartisan primary elections; authorizing a fee.,Relating to nonpartisan primary elections; authorizing a fee.,https://legiscan.com/TX/bill/HB4453/2025
655495,US,HB5334,2014,2013-2014 Regular Session,In House Committee,2014-07-31,2014-09-26,Referred to the Subcommittee on the Constitution and Civil Justice.,Subcommittee on the Constitution And Civil Justice,opens,Open Our Democracy Act of 2014,"Open Our Democracy Act of 2014 - Requires all candidates for election to the House of Representatives to run in a single open primary, regardless of political party preference. Limits the ensuing gene",https://legiscan.com/US/bill/HB5334/2013
784218,US,HB2655,2015,2015-2016 Regular Session,In House Committee,2015-06-04,2015-06-16,Referred to the Subcommittee on the Constitution and Civil Justice.,Subcommittee on the Constitution And Civil Justice,opens,Open Our Democracy Act of 2015,"Open Our Democracy Act of 2015 Requires all candidates for election to the Senate and the House of Representatives to run in an open primary, regardless of political party preference or lack thereof. ",https://legiscan.com/US/bill/HB2655/2015
896632,US,HB145,2017,2017-2018 Regular Session,In House Committee,2017-01-03,2017-01-23,Referred to the Subcommittee on the Constitution and Civil Justice.,Subcommittee on the Constitution And Civil Justice,unclear,CLEAN Act Citizen Legislature Anti-Corruption Reform Act,"CLEAN Act Citizen Legislature Anti-Corruption Reform Act This bill amends the Civil Service Retirement System (CSRS) and the Federal Employees' Retirement System (FERS) to exclude Members of Congress,",https://legiscan.com/US/bill/HB145/2017
1137472,US,HB163,2019,2019-2020 Regular Session,In House Committee,2019-01-03,2019-01-03,"Referred to the Subcommittee on the Constitution, Civil Rights, and Civil Liberties.","Subcommittee on the Constitution, Civil Rights, and Civil Liberties",opens,CLEAN Elections Act Citizen Legislature Anti-Corruption Reform of Elections Act,Establishes requirements for nonpartisan redistricting and open primary elections. States must (1) conduct congressional redistricting using a plan developed by a nonpartisan independent redistricting,https://legiscan.com/US/bill/HB163/2019
1234605,US,HB1612,2019,2019-2020 Regular Session,In House Committee,2019-03-07,2019-04-12,"Referred to the Subcommittee on the Constitution, Civil Rights, and Civil Liberties.","Subcommittee on the Constitution, Civil Rights, and Civil Liberties",unclear,"To ensure election security, enhance Americans' access to the ballot box, reduce the influence of big money in politics through transparency","Addresses voter registration, congressional redistricting, election security, political spending, and ethics for the three branches of government. The bill provides for the automatic registration of e",https://legiscan.com/US/bill/HB1612/2019
1393301,US,HB100,2021,2021-2022 Regular Session,In House Committee,2021-01-04,2021-03-01,"Referred to the Subcommittee on the Constitution, Civil Rights, and Civil Liberties.","Subcommittee on the Constitution, Civil Rights, and Civil Liberties",opens,CLEAN Elections Act Citizen Legislature Anti-Corruption Reform of Elections Act,To require the use of independent nonpartisan commissions to carry out congressional redistricting and to require States to hold open primaries for elections for Federal office.,https://legiscan.com/US/bill/HB100/2021
1650513,US,HB157,2023,2023-2024 Regular Session,In House Committee,2023-01-09,2023-01-09,"Referred to the Committee on House Administration, and in addition to the Committee on the Judiciary, for a period to be subsequently determ",Administration,opens,CLEAN Elections Act Citizen Legislature Anti-Corruption Reform of Elections Act,To require the use of independent nonpartisan commissions to carry out congressional redistricting and to require States to hold open primaries for elections for Federal office.,https://legiscan.com/US/bill/HB157/2023
1885023,US,HB9144,2024,2023-2024 Regular Session,In House Committee,2024-07-25,2024-07-25,"Referred to the Committee on House Administration, and in addition to the Committee on the Judiciary, for a period to be subsequently determ",Administration,opens,Let America Vote Act,"To require States to permit unaffiliated voters to vote in primary elections for Federal office, and for other purposes.",https://legiscan.com/US/bill/HB9144/2023
1901915,US,HB155,2025,2025-2026 Regular Session,In House Committee,2025-01-03,2025-01-03,"Referred to the Committee on House Administration, and in addition to the Committee on the Judiciary, for a period to be subsequently determ",Administration,opens,Let America Vote Act,"To require States to permit unaffiliated voters to vote in primary elections for Federal office, and for other purposes.",https://legiscan.com/US/bill/HB155/2025
2044463,US,HR731,2025,2025-2026 Regular Session,In House Committee,2025-09-17,2025-09-17,Referred to the House Committee on Rules.,Rules,opens,Providing for consideration of the bill (H.R. 155) to require States to permit unaffiliated voters to vote in primary elections for Federal ,"Providing for consideration of the bill (H.R. 155) to require States to permit unaffiliated voters to vote in primary elections for Federal office, and for other purposes.",https://legiscan.com/US/bill/HR731/2025
439816,UT,HB0262,2013,2013 Regular Session,Passed,2013-03-26,2013-03-26,Governor Signed in ELTGOV,,opens,Unaffiliated Voter Amendments,Unaffiliated Voter Amendments,https://legiscan.com/UT/bill/HB0262/2013
22395,VA,HB88,2007,2008 Regular Session,Introduced,2007-12-13,2008-02-08,House: Continued to 2009 in Privileges and Elections by voice vote,,unclear,Voter registration; adds party affiliation to information applicant to provide.,"Primary elections; voter registration by political party. Adds party affiliation to the information that an applicant is asked to provide when registering to vote beginning January 1, 2009. The applic",https://legiscan.com/VA/bill/HB88/2008
885646,VA,HJR541,2016,2017 Regular Session,Introduced,2016-09-15,2017-02-08,Left in Privileges and Elections,Privileges and Elections,opens,Constitutional amendment; top two open primary election (first reference).,"Constitutional amendment (first resolution); top two open primary election. Provides for a top two open primary election to be conducted to select the candidates for the offices of the Governor, Lieut",https://legiscan.com/VA/bill/HJR541/2017
902667,VA,HJR635,2017,2017 Regular Session,Introduced,2017-01-10,2017-02-08,Left in Privileges and Elections,Privileges and Elections,opens,Constitutional amendment (first resolution); top two primary election.,"Constitutional amendment (first resolution); top two primary election. Provides for a top two primary election for the nomination of candidates for the offices of Governor, Lieutenant Governor, and At",https://legiscan.com/VA/bill/HJR635/2017
1050896,VA,HB1129,2018,2018 Regular Session,Introduced,2018-01-10,2018-02-13,Left in Privileges and Elections,Privileges and Elections,opens,Elections; establishes voter-nominated open primary elections.,"Elections; voter-nominated open primary elections. Establishes a voter-nominated primary election for the offices of Governor, Lieutenant Governor, and Attorney General and for the General Assembly an",https://legiscan.com/VA/bill/HB1129/2018
1383565,VA,HB360,2020,2021 Regular Session,Introduced,2020-01-02,2020-12-04,Left in Privileges and Elections,Privileges and Elections,opens,"Elections; voter-nominated open primary elections, ranked choice voting for certain elections.","Elections; voter-nominated open primary elections; ranked choice voting for certain elections. Establishes a voter-nominated primary election for the offices of Governor, Lieutenant Governor, and Atto",https://legiscan.com/VA/bill/HB360/2021
1294276,VA,HB360,2020,2020 Regular Session,Introduced,2020-01-02,2020-01-31,Continued to 2021 in Privileges and Elections by voice vote,Privileges and Elections,opens,"Elections; voter-nominated open primary elections, ranked choice voting for certain elections.","Elections; voter-nominated open primary elections; ranked choice voting for certain elections. Establishes a voter-nominated primary election for the offices of Governor, Lieutenant Governor, and Atto",https://legiscan.com/VA/bill/HB360/2020
1407519,VA,HB2278,2021,2021 Regular Session,Introduced,2021-01-14,2021-02-05,Left in Privileges and Elections,Privileges and Elections,closes,"Voter registration; political party affiliation, closed primary elections.",Voter registration; political party affiliation; closed primary elections. Adds political party affiliation to the information that an applicant is asked to provide when registering to vote. The polit,https://legiscan.com/VA/bill/HB2278/2021
1794419,VA,HB56,2023,2024 Regular Session,Introduced,2023-12-22,2024-02-13,Left in Privileges and Elections,Privileges and Elections,closes,Voter registration by political party affiliation; partially closed primary elections.,"Voter registration by political party affiliation; partially closed primary elections. Adds party affiliation, beginning January 1, 2025, to the information that an applicant is asked to provide when ",https://legiscan.com/VA/bill/HB56/2024
1820875,VA,HB1439,2024,2024 Regular Session,Introduced,2024-01-18,2024-02-13,Left in Privileges and Elections,Privileges and Elections,closes,Voter registration by political party affiliation; partially closed primary elections.,"Voter registration by political party affiliation; partially closed primary elections. Adds party affiliation, beginning January 1, 2025, to the information that an applicant is asked to provide when ",https://legiscan.com/VA/bill/HB1439/2024
2078611,VA,HB1056,2026,2026 Regular Session,In House Committee,2026-01-14,2026-02-18,Left in Committee Privileges and Elections,Privileges and Elections,closes,Voter registration by political party affiliation; partially closed primary elections.,"Voter registration by political party affiliation; partially closed primary elections. Adds party affiliation, beginning January 1, 2027, to the information that an applicant is asked to provide when ",https://legiscan.com/VA/bill/HB1056/2026
1980785,VT,H0314,2025,2025-2026 Regular Session,In House Committee,2025-02-25,2025-02-25,Read first time and referred to the Committee on Government Operations and Military Affairs,Government Operations and Military Affairs,opens,An act relating to a top-four nonpartisan primary election system,An act relating to a top-four nonpartisan primary election system,https://legiscan.com/VT/bill/H0314/2025
101873,WA,SB5681,2009,2009-2010 Regular Session,Introduced,2009-01-28,2010-03-15,"By resolution, reintroduced and retained in present status.",,opens,Updating election laws regarding the top two primary election system.,Updating election laws regarding the top two primary election system.,https://legiscan.com/WA/bill/SB5681/2009
72027,WV,HB4632,2010,2010 Regular Session,Introduced,2010-02-22,2010-02-22,To House Judiciary,Judiciary,opens,"Bringing older contradicting language still remaining in the code into conformity with Â§3-2-5(b)(3) and reestablishing a definition for ""in","The purpose of this bill is to bring older contradicting language still remaining in the code into conformity with §3-2- 5(b)(3) and to reestablish a definition for ""independent voter"" as the presentl",https://legiscan.com/WV/bill/HB4632/2010
71979,WV,SB685,2010,2010 Regular Session,Introduced,2010-02-22,2010-02-22,To Judiciary,Judiciary,opens,Updating election code language,"The purpose of this bill is to bring older contradicting language still remaining in the code into conformity with §3-2- 5(b)(3) and to reestablish a definition for ""independent voter"" as the presentl",https://legiscan.com/WV/bill/SB685/2010
227736,WV,HB2438,2011,2011 Regular Session,Vetoed,2011-03-21,2011-03-18,Vetoed by Governor 3/21/11 - Senate Journal,,opens,"Bringing older contradicting language still remaining in the code into conformity with Â§3-2-5(b)(3) and reestablishing a definition for ""in","The purpose of this bill is to bring older contradicting language still remaining in the code into conformity with current code sections and to reestablish a definition for ""independent voter"" as the ",https://legiscan.com/WV/bill/HB2438/2011
227813,WY,SF0096,2011,2011 Regular Session,In Senate Committee,2011-01-17,2011-03-02,(S) Committee Returned Bill Pursuant to SR 7-3(c),,opens,Open primaries.,AN ACT relating to elections; providing for electors to request any single party or nonpartisan ballot at the primary election; providing that voting a single party or nonpartisan ballot at the primar,https://legiscan.com/WY/bill/SF0096/2011
616683,WY,SF0077,,2014 Regular Session,Introduced,,2014-02-11,Failed Introduction,,opens,Open primary elections.,AN ACT relating to elections; providing for primary elections allowing any voter to vote for any candidate running; amending definitions relating to qualifications of political parties; eliminating el,https://legiscan.com/WY/bill/SF0077/2014
