state,name,party,role,district,sitting,sponsored,yea,nay,people_id
UT,Margaret Dayton,R,Sen,SD-015,no,0,0,3,8119
US,Michael Lawler,R,Rep,HD-NY-17,yes,1,0,0,24038
SC,Jason Elliott,R,Sen,SD-006,yes,1,0,0,18088
ME,Linda Valentino,D,Sen,SD-031,no,1,0,0,8915
NM,John Sapien,D,Sen,SD-009,no,1,0,0,6173
CT,Patrick Boyd,D,Rep,HD-050,yes,1,0,0,18266
NM,Andrew Nunez,R,Rep,HD-036,no,1,0,0,6108
ME,Roberta Beavers,D,Rep,HD-002,no,1,0,0,10318
CT,Joshua Elliott,D,Rep,HD-088,yes,1,0,0,18262
SC,Roger Nutt,R,Sen,SD-012,yes,1,0,0,21752
LA,A.G. Crowe,R,Sen,SD-001,no,0,2,1,5360
NM,Joy Garratt,D,Rep,HD-029,yes,1,0,0,20869
LA,Hollis Downs,R,Rep,HD-012,no,0,3,0,5306
WA,Pamela Roach,R,Sen,SD-031,no,1,0,0,3600
WA,Tim Sheldon,D,Sen,SD-035,no,1,0,0,3595
LA,Kay Katz,R,Rep,HD-016,no,0,1,2,5246
AZ,Patricia Fleming,D,Rep,HD-025,no,1,0,0,4247
AZ,Rae Waters,D,Rep,HD-020,no,1,0,0,4303
AZ,Cloves Campbell,D,Rep,HD-016,no,1,0,0,4246
HI,Jessica Wooley,D,Rep,HD-048,no,1,0,0,8381
WA,Darlene Fairley,D,Sen,SD-032,no,1,0,0,3626
ME,Brian Langley,R,Sen,SD-007,no,1,0,0,8856
IL,Julie Morrison,D,Sen,SD-029,yes,1,0,0,14320
AZ,Victoria Steele,D,Sen,SD-009,no,1,0,0,14710
AZ,Andrea Dalessandro,D,Rep,HD-002,no,1,0,0,14700
KY,Mike Nemes,R,Sen,SD-038,yes,0,2,0,11087
KY,Gerald Neal,D,Sen,SD-033,yes,0,2,0,1232
WV,Bob Ashley,R,Sen,SD-003,no,0,2,0,6
UT,Rebecca Chavez-Houck,D,Rep,HD-024,no,0,2,0,8171
WV,William Hartman,D,Rep,HD-043,no,0,2,0,38
WV,Stan Shaver,D,Rep,HD-046,no,0,2,0,79
WV,Mary Poling,D,Rep,HD-047,no,0,2,0,70
WY,John Hines,R,Sen,SD-023,no,0,0,2,8726
WV,Daryl Cowles,R,Rep,HD-058,no,0,2,0,21
WV,Ralph Rodighiero,D,Rep,HD-024,no,0,2,0,74
WV,John O'Neal,R,Rep,HD-028,no,0,2,0,11798
ME,Nathan Libby,D,Sen,SD-021,no,0,2,0,15044
MT,Roger Hagan,R,Rep,HD-019,no,0,2,0,14332
WV,Roy Givens,D,Rep,HD-002,no,0,2,0,830
WV,David Pethtel,D,Rep,HD-005,no,0,2,0,67
KY,Denise Harper Angel,D,Sen,SD-035,no,0,2,0,1224
WV,Michael Manypenny,D,Rep,HD-049,no,0,2,0,816
WV,Josh Stowers,D,Rep,HD-022,no,0,2,0,818
WV,Greg Butcher,D,Rep,HD-019,no,0,2,0,814
WV,Michael Ferro,D,Rep,HD-004,no,0,2,0,810
MT,Liz Bangerter,R,Rep,HD-080,no,0,2,0,11478
MT,Reilly Neill,D,Rep,HD-062,no,0,0,2,14342
WY,Wayne Johnson,R,Sen,SD-006,no,0,0,2,8721
WV,Richard Iaquinta,D,Rep,HD-048,no,0,2,0,43
CO,William Lindstedt,D,Sen,SD-025,yes,0,1,1,23969
MT,Douglas Coffin,D,Rep,HD-093,no,0,0,2,14328
WV,Ryan Ferns,R,Sen,SD-001,no,0,2,0,11591
WV,Douglas Reynolds,D,Rep,HD-017,no,0,2,0,73
WV,Joe Ellington,R,Rep,HD-038,yes,0,2,0,11796
KY,Stephen Meredith,R,Sen,SD-005,yes,0,2,0,18253
NY,Barbara Lifton,D,Rep,HD-125,no,0,2,0,1334
ME,David Woodsome,R,Rep,HD-139,yes,0,2,0,16787
SD,Betty Olson,R,Sen,SD-028,no,0,2,0,8266
NY,Herman Farrell,D,Rep,HD-071,no,0,2,0,1299
KY,Phillip Wheeler,R,Sen,SD-031,yes,0,2,0,21348
WV,Daniel Hall,D,Sen,SD-009,no,0,2,0,821
WV,William Romine,R,Rep,HD-006,no,0,2,0,75
NY,Leroy Comrie,D,Sen,SD-014,yes,0,2,0,16653
NY,Joseph Morelle,D,Rep,HD-136,no,0,2,0,1351
WV,Brian Savilla,R,Rep,HD-014,no,0,2,0,11307
ME,Paul Davis,R,Sen,SD-004,no,0,2,0,8815
VA,Jackson Miller,R,Rep,HD-050,no,0,2,0,721
WV,Timothy Manchin,D,Rep,HD-050,no,0,2,0,52
NY,Monica Martinez,D,Sen,SD-004,yes,0,2,0,20168
WV,Denny Canterbury,R,Rep,HD-047,yes,0,2,0,18
MT,Carolyn Squires,D,Rep,HD-096,no,0,0,2,7989
WV,Kevin Craig,D,Rep,HD-016,no,0,2,0,22
WV,Jim Morgan,D,Rep,HD-016,no,0,2,0,60
WV,Tom Azinger,R,Rep,HD-010,no,0,2,0,7
WV,Margaret Staggers,D,Rep,HD-032,no,0,2,0,83
WV,Nancy Peoples Guthrie,D,Rep,HD-036,no,0,2,0,36
WV,Dale Stephens,D,Rep,HD-017,no,0,2,0,86
MT,Frosty Ribs,D,Rep,HD-015,no,0,0,2,7931
WV,Barbara Hatfield,D,Rep,HD-030,no,0,2,0,39
WV,Harold Michael,D,Rep,HD-047,no,0,2,0,55
WV,Charlene Marshall,D,Rep,HD-051,no,0,2,0,53
WV,Brady Paxton,D,Rep,HD-013,no,0,2,0,64
WV,Steven Kominar,D,Rep,HD-020,no,0,2,0,47
WV,Scott Varner,D,Rep,HD-004,no,0,2,0,93
NY,James Seward,R,Sen,SD-051,no,0,0,2,1451
MT,Jonathan McNiven,R,Rep,HD-056,no,0,2,0,10389
ME,Catherine Breen,D,Sen,SD-025,no,0,1,1,16852
KY,Adrienne Southworth,R,Sen,SD-007,no,0,2,0,22127
MT,David Halvorson,R,Rep,HD-037,no,0,2,0,14253
MT,Jerry O'Neil,R,Rep,HD-003,no,0,0,2,10401
MT,Krayton Kerns,R,Rep,HD-058,no,0,2,0,7920
WV,Dale Martin,D,Rep,HD-013,no,0,2,0,54
WV,Larry Border,R,Rep,HD-009,no,0,2,0,12
WV,John Doyle,D,Rep,HD-067,no,0,2,0,25
WV,Timothy Ennis,D,Rep,HD-002,no,0,2,0,30
WV,Rick Snuffer,R,Rep,HD-027,no,0,2,0,11308
WV,Harold Sigler,R,Rep,HD-035,no,0,2,0,11594
VA,Timothy Hugo,R,Rep,HD-040,no,0,2,0,697
VA,Randall Minchew,R,Rep,HD-010,no,0,2,0,13733
SD,Darrell Solberg,D,Rep,HD-011,no,0,2,0,8315
KY,Karen Berg,D,Sen,SD-026,yes,0,2,0,22179
MT,Clarena Brockie,D,Rep,HD-032,no,0,0,2,14326
WV,Ricky Moye,D,Rep,HD-029,no,0,2,0,61
WV,John Overington,R,Rep,HD-062,no,0,2,0,62
WV,Barbara Fleischauer,D,Rep,HD-051,no,0,2,0,32
WV,Linda Longstreth,D,Rep,HD-050,no,0,2,0,50
NY,Kristen Gonzalez,D,Sen,SD-059,yes,0,2,0,23530
KY,Matthew Deneen,R,Sen,SD-010,yes,0,2,0,23628
MT,Champ Edmunds,R,Rep,HD-100,no,0,2,0,10408
KY,Casey Chambers Armstrong,D,Sen,SD-019,yes,0,2,0,24909
KY,Amanda Mays Bledsoe,R,Sen,SD-012,yes,0,2,0,23627
WV,Carol Miller,R,Rep,HD-016,no,0,2,0,57
NY,Elizabeth Little,R,Sen,SD-045,no,0,0,2,1431
UT,Keith Grover,R,Sen,SD-023,yes,0,2,0,8156
MT,Jesse O'Hara,R,Rep,HD-018,no,0,2,0,7916
MT,Pat Ingraham,R,Rep,HD-013,no,0,2,0,7863
UT,Wayne Harper,R,Sen,SD-016,yes,0,2,0,8150
MT,Bill McChesney,D,Rep,HD-040,no,0,0,2,7868
UT,Evan Vickers,R,Sen,SD-028,yes,0,2,0,8186
UT,Jerry Stevenson,R,Sen,SD-006,yes,0,2,0,8131
NY,James Skoufis,D,Sen,SD-042,yes,0,1,1,14216
MT,Wendy Warburton,R,Rep,HD-034,no,0,2,0,7936
NY,Michele Titus,D,Rep,HD-031,no,0,2,0,1392
UT,Ken Ivory,R,Rep,HD-039,yes,0,2,0,11842
MT,Franke Wilmer,D,Rep,HD-063,no,0,0,2,7859
MT,Ed Lieser,D,Rep,HD-005,no,0,0,2,14172
WV,Doug Skaff,D,Rep,HD-057,no,0,2,0,817
WV,Larry Kump,R,Rep,HD-094,yes,0,2,0,11207
WV,Randal Swartzmiller,D,Rep,HD-001,no,0,2,0,88
MT,Ted Washburn,R,Rep,HD-069,no,0,2,0,7879
NY,Catherine Nolan,D,Rep,HD-037,no,0,2,0,1352
NY,Clyde Vanel,D,Rep,HD-033,yes,0,2,0,18735
ME,Scott Cyrway,R,Sen,SD-016,yes,0,1,1,16689
UT,Aaron Osmond,R,Sen,SD-010,no,0,2,0,13079
WV,Ruth Rowan,R,Rep,HD-057,no,0,2,0,76
NY,David Gantt,D,Rep,HD-137,no,0,2,0,1305
LA,Damon Baldone,D,Rep,HD-053,no,0,2,0,5231
WV,Marty Gearheart,R,Rep,HD-037,yes,0,2,0,11592
LA,James Armes,D,Rep,HD-030,no,0,2,0,5297
MT,Bridget Smith,D,Rep,HD-031,no,0,0,2,14347
CO,Mark Baisley,R,Rep,SD-004,yes,0,1,1,20126
MT,Tom Steenberg,D,Rep,HD-095,no,0,0,2,14075
MT,Clayton Fiscus,R,Rep,HD-043,no,0,1,1,14330
MT,David Moore,R,Rep,HD-092,no,0,2,0,14252
MT,Nicholas Schwaderer,R,Rep,HD-014,no,0,2,0,14258
ME,Richard Bennett,R,Sen,SD-018,yes,0,1,1,22238
MT,Casey Schreiner,D,Rep,HD-025,no,0,0,2,14345
NY,Deborah Glick,D,Rep,HD-066,yes,0,2,0,1309
MT,Kerry White,R,Rep,HD-064,no,0,2,0,14256
MT,Alan Doane,R,Rep,HD-036,no,0,2,0,14329
UT,Lyle Hillyard,R,Sen,SD-025,no,0,2,0,8109
ME,Susan Deschambault,D,Sen,SD-032,no,0,2,0,17934
MT,Christy Clark,R,Rep,HD-017,no,0,2,0,11479
ME,Richard Pickett,R,Rep,HD-116,no,0,1,1,17585
MT,Ray Shaw,R,Rep,HD-071,no,0,2,0,14346
KY,Lindsey Tichenor,R,Sen,SD-006,yes,0,2,0,23564
MT,Dave Hagstrom,R,Rep,HD-052,no,0,1,1,14333
MT,Kathleen Williams,D,Rep,HD-061,no,0,0,2,12172
NY,Crystal Peoples-Stokes,D,Rep,HD-141,yes,0,2,0,1359
KY,Gex Williams,R,Sen,SD-020,yes,0,2,0,23565
MT,Nancy Wilson,D,Rep,HD-095,no,0,0,2,14349
MT,Sarah Laszloffy,R,Rep,HD-053,no,0,2,0,14337
MT,Kimberly Dudik,D,Rep,HD-094,no,0,0,2,14175
KY,Damon Thayer,R,Sen,SD-017,no,0,2,0,1246
WV,Mitch Carmichael,R,Sen,SD-004,no,0,2,0,20
MT,Alan Redfield,R,Rep,HD-059,no,0,2,0,14251
MT,Tom Woods,D,Rep,HD-062,no,0,0,2,14350
LA,John Schroder,R,Rep,HD-077,no,0,2,0,5292
ME,Richard Cebra,R,Rep,HD-068,no,0,2,0,8800
MT,Tom Berry,R,Rep,HD-040,no,0,2,0,7938
WV,Gary Howell,R,Rep,HD-087,yes,0,2,0,11206
KY,Mike Wilson,R,Sen,SD-032,yes,0,2,0,11095
MT,Cary Smith,R,Sen,SD-027,no,0,2,0,7896
SD,Jim Bolin,R,Rep,SD-016,no,0,2,0,8291
MT,Lee Randall,R,Rep,HD-037,no,0,2,0,7946
KY,David Givens,R,Sen,SD-009,yes,0,2,0,1223
KY,Robert Stivers,R,Sen,SD-025,yes,0,2,0,1244
KY,Danny Carroll,R,Sen,SD-002,yes,0,2,0,16606
KY,Steve West,R,Sen,SD-027,yes,0,2,0,17672
KY,Gary Boswell,R,Sen,SD-008,yes,0,2,0,23560
MT,Gerald Bennett,R,Rep,HD-001,no,0,2,0,7940
LA,Eddie Lambert,R,Sen,SD-018,yes,0,2,0,5247
KY,Johnnie Turner,R,Sen,SD-029,no,0,2,0,22906
WV,Tim Armstead,R,Rep,HD-040,no,0,2,0,5
KY,Jimmy Higdon,R,Sen,SD-014,yes,0,2,0,1226
MT,Robert Mehlhoff,D,Rep,HD-022,no,0,0,2,7901
NY,Mark Walczyk,R,Sen,SD-049,yes,0,0,2,20637
NY,John Flanagan,R,Sen,SD-002,no,0,0,2,1413
NY,Joseph Griffo,R,Sen,SD-053,yes,0,1,1,1417
NY,Latrice Walker,D,Rep,HD-055,yes,0,2,0,19379
NY,Kenneth LaValle,R,Sen,SD-001,no,0,1,1,1428
UT,Gene Davis,D,Sen,SD-003,no,0,1,1,8127
NY,William Magnarelli,D,Rep,HD-129,yes,0,2,0,1339
MT,Chuck Hunter,D,Rep,HD-083,no,0,0,2,7860
KY,George Wise,R,Sen,SD-016,yes,0,2,0,16603
KY,Rick Girdler,R,Sen,SD-015,yes,0,2,0,18252
WV,Margaret Smith,D,Rep,HD-046,no,0,2,0,825
CO,Katie Wallace,D,Sen,SD-017,yes,0,1,1,26447
UT,Janice Fisher,D,Rep,HD-030,no,0,2,0,8158
SD,Dennis Feickert,D,Rep,HD-001,no,0,2,0,8290
MT,Jennifer Pomnichowski,D,Sen,SD-033,no,0,0,2,7884
KY,Brandon Smith,R,Sen,SD-030,yes,0,2,0,1241
KY,Julie Raque Adams,R,Sen,SD-036,yes,0,2,0,11083
KY,Jared Carpenter,R,Sen,SD-034,yes,0,2,0,11094
NY,Thomas McKevitt,R,Rep,HD-017,no,0,0,2,1345
MT,Gordon Vance,R,Sen,SD-034,no,0,2,0,7944
LA,Christopher Roy,D,Rep,HD-025,no,0,2,0,5276
MT,Mark Blasdel,R,Sen,SD-004,no,0,2,0,7933
MT,Carolyn Pease-Lopez,D,Rep,HD-042,no,0,0,2,7945
MT,Brian Hoven,R,Sen,SD-013,no,0,2,0,7949
MT,Tom Jacobson,D,Sen,SD-011,no,0,0,2,14334
NY,Andrew Raia,R,Rep,HD-012,no,0,2,0,1367
MT,Mike Miller,R,Rep,HD-080,no,0,0,2,7915
NY,Carl Heastie,D,Rep,HD-083,yes,0,2,0,1315
MT,Mary McNally,D,Sen,SD-024,no,0,0,2,12208
MT,Douglas Kary,R,Sen,SD-022,no,0,2,0,10403
WV,Eric Nelson,R,Sen,SD-017,no,0,2,0,11797
MT,Pat Noonan,D,Rep,HD-074,no,0,0,2,7935
WV,John Pino,D,Rep,HD-032,no,0,2,0,68
MT,David Howard,R,Sen,SD-029,no,0,2,0,7942
NY,Clifford Crouch,R,Rep,HD-122,no,0,1,1,1288
MT,Roy Hollandsworth,R,Rep,HD-027,no,0,2,0,10388
MT,Lea Whitford,D,Sen,SD-008,no,0,0,2,14348
MT,Duane Ankney,R,Sen,SD-020,no,0,2,0,7854
ME,Rebecca Millett,D,Rep,HD-123,no,0,2,0,14747
NY,Andrea Stewart-Cousins,D,Sen,SD-035,yes,0,2,0,1457
WV,Ron Walters,R,Rep,HD-039,no,0,2,0,94
SD,Fred Romkema,R,Rep,HD-031,no,0,2,0,8286
ME,Erin Herbig,D,Sen,SD-011,no,0,1,1,10343
MT,Patrick Connell,R,Sen,SD-043,no,0,2,0,10409
NY,Jeffrion Aubry,D,Rep,HD-035,no,0,2,0,1259
MT,Donald Jones,R,Rep,HD-046,no,0,2,0,14335
MT,Ryan Osmundson,R,Sen,SD-015,no,0,2,0,10406
MT,Kelly McCarthy,D,Rep,HD-049,no,0,0,2,14340
WV,Ronald Fragale,D,Rep,HD-041,no,0,2,0,33
NY,David Buchwald,D,Rep,HD-093,no,0,0,2,14204
KY,John Schickel,R,Sen,SD-011,no,0,2,0,1238
SD,Justin Cronin,R,Sen,SD-023,no,0,2,0,8234
NY,Samra Brouk,D,Sen,SD-055,yes,0,2,0,22258
MT,Kirk Wagoner,R,Rep,HD-075,no,0,2,0,14257
MT,Jennifer Eck,D,Rep,HD-079,no,0,0,2,14073
MT,Amanda Curtis,D,Rep,HD-076,no,0,0,2,14072
WV,Amanda Pasdon,R,Rep,HD-051,no,0,2,0,11593
NY,Luis Sepulveda,D,Sen,SD-032,yes,0,2,0,14215
NY,Karl Brabenec,R,Rep,HD-098,yes,0,1,1,17010
MT,Virginia Court,D,Rep,HD-050,no,0,0,2,12245
UT,Scott Jenkins,R,Sen,SD-020,no,0,1,1,8181
WV,Linda Sumner,R,Rep,HD-030,no,0,2,0,87
WV,Harry White,D,Rep,HD-021,no,0,2,0,97
WY,Cale Case,R,Sen,SD-025,yes,0,1,1,8675
CO,Tom Sullivan,D,Sen,SD-027,yes,0,1,1,20140
WV,Larry Williams,D,Rep,HD-052,no,0,2,0,98
NY,Stephen Hawley,R,Rep,HD-139,yes,0,1,1,1313
WV,David Walker,D,Rep,HD-033,no,0,2,0,819
WV,Eric Householder,R,Rep,HD-096,no,0,2,0,11305
WV,Tiffany Lawrence,D,Rep,HD-065,no,0,2,0,829
WV,Meshea Poore,D,Rep,HD-037,no,0,2,0,834
WV,Don Perdue,D,Rep,HD-019,no,0,2,0,65
MT,Jean Price,D,Rep,HD-024,no,0,0,2,12099
WV,Brent Boggs,D,Rep,HD-034,no,0,2,0,11
WV,Ronnie Jones,D,Rep,HD-001,no,0,2,0,11272
UT,Allen Christensen,R,Sen,SD-019,no,0,0,2,8163
WV,Daniel Poling,D,Rep,HD-010,no,0,2,0,69
NY,Brian Kolb,R,Rep,HD-131,no,0,1,1,1328
MT,Bryce Bennett,D,Sen,SD-050,no,0,0,2,10411
LA,Herbert Dixon,D,Rep,HD-026,no,0,1,1,5269
MT,Edward Greef,R,Rep,HD-088,no,0,2,0,10881
WV,Anthony Barill,D,Rep,HD-051,no,0,2,0,11919
NY,Michael Gianaris,D,Sen,SD-012,yes,0,2,0,1306
ME,Wayne Parry,R,Rep,HD-140,yes,0,2,0,10366
UT,Curtis Bramble,R,Sen,SD-024,no,0,2,0,8111
WV,Rupert Phillips,R,Sen,SD-007,yes,0,2,0,11306
NY,Richard Gottfried,D,Rep,HD-075,no,0,2,0,1311
MT,Randy Brodehl,R,Rep,HD-009,no,0,2,0,10880
NY,Diane Savino,D,Sen,SD-023,no,0,2,0,1448
KY,Reginald Thomas,D,Sen,SD-013,yes,0,2,0,16111
NY,Michael Cusick,D,Rep,HD-063,no,0,2,0,1289
WV,Samuel Cann,D,Sen,HD-048,no,0,2,0,17
KY,David Yates,D,Sen,SD-037,no,0,2,0,22180
NY,Gary Pretlow,D,Rep,HD-089,yes,0,2,0,1364
KY,Brandon Storm,R,Sen,SD-021,yes,0,2,0,22070
VA,Jason Miyares,R,Rep,HD-082,no,0,0,2,17739
KY,Donald Douglas,R,Sen,SD-022,yes,0,2,0,23014
KY,Shelley Frommeyer,R,Sen,SD-024,yes,0,2,0,23721
UT,Deidre Henderson,R,Sen,SD-007,no,0,2,0,14054
MT,Bill Harris,R,Rep,HD-029,no,0,2,0,10878
NY,Chad Lupinacci,R,Rep,HD-010,no,0,2,0,14577
LA,Patrick Cortez,R,Sen,SD-023,no,0,2,0,5296
MT,Ron Ehli,R,Rep,HD-086,no,0,2,0,10876
WV,Danny Wells,D,Rep,HD-036,no,0,2,0,96
NY,Gary Finch,R,Rep,HD-126,no,0,1,1,1301
WV,Walter Duke,R,Rep,HD-061,no,0,2,0,26
WV,William Anderson,R,Rep,HD-010,yes,0,2,0,2
NY,Marc Butler,R,Rep,HD-118,no,0,1,1,1274
ME,Joseph Rafferty,D,Sen,SD-034,yes,0,2,0,22241
NY,John Liu,D,Sen,SD-016,yes,0,2,0,20167
MT,Kris Hansen,R,Sen,SD-014,no,0,2,0,10398
MT,Kelly Flynn,R,Rep,HD-070,no,0,2,0,10412
MT,Steve Lavin,R,Rep,HD-008,no,0,2,0,10397
MT,Joanne Blyton,R,Rep,HD-059,no,0,2,0,11625
NY,Andrew Lanza,R,Sen,SD-024,yes,0,1,1,1426
MT,Austin Knudsen,R,Rep,HD-034,no,0,2,0,10393
MT,Rob Cook,R,Rep,HD-018,no,0,2,0,10391
UT,Ralph Okerlund,R,Sen,SD-024,no,0,2,0,8122
MT,Kathy Swanson,D,Rep,HD-077,no,0,0,2,10390
WV,Lynwood Ireland,R,Rep,HD-007,no,0,2,0,44
MT,Wylie Galt,R,Sen,SD-039,yes,0,2,0,14259
MT,Carlie Boland,D,Sen,SD-012,no,0,0,2,7892
KY,Robin Webb,R,Sen,SD-018,yes,0,2,0,1249
WV,Richard Thompson,D,Rep,HD-019,no,0,2,0,1
NY,Joseph Robach,R,Sen,SD-056,no,0,0,2,1445
UT,Stephen Urquhart,R,Sen,SD-029,no,0,2,0,8141
SD,Jason Frerichs,D,Sen,SD-001,no,0,2,0,8287
UT,Stuart Adams,R,Sen,SD-007,yes,0,2,0,8148
KY,Jason Howell,R,Sen,SD-001,yes,0,2,0,22071
WV,Linda Phillips,D,Rep,HD-025,no,0,2,0,820
LA,Ricky Templet,R,Rep,HD-085,no,0,2,0,5256
SD,Frank Kloucek,D,Rep,HD-019,no,0,2,0,8304
LA,Mickey Guillory,D,Rep,HD-041,no,0,1,1,5224
VA,Marcia Price,D,Rep,HD-085,yes,0,0,2,17806
SD,Tim Rounds,R,Rep,HD-024,no,0,2,0,8215
SD,Kathleen Miles,D,Sen,SD-015,no,0,2,0,8282
LA,Cedric Richmond,D,Rep,HD-101,no,0,1,1,5303
UT,Wayne Niederhauser,R,Sen,SD-009,no,0,2,0,8126
UT,Mark Madsen,R,Sen,SD-013,no,0,0,2,8143
NY,Neil Breslin,D,Sen,SD-046,no,0,2,0,1406
NY,Helene Weinstein,D,Rep,HD-041,no,0,2,0,1397
UT,Peter Knudson,R,Sen,SD-017,no,0,2,0,8132
NY,William Barclay,R,Rep,HD-120,yes,0,1,1,1262
UT,Howard Stephenson,R,Sen,SD-011,no,0,0,2,8107
UT,Jim Dabakis,D,Sen,SD-002,no,0,2,0,15463
WV,Kelli Sobonya,R,Rep,HD-018,no,0,2,0,81
LA,George Cromer,R,Rep,HD-090,no,0,2,0,5240
MT,Margaret MacDonald,D,Sen,SD-026,no,0,0,2,7918
NY,Brad Hoylman-Sigal,D,Sen,SD-047,yes,0,2,0,14220
ME,Ned Claxton,D,Sen,SD-020,no,0,2,0,21166
MT,David Wanzenried,D,Sen,SD-049,no,0,0,2,7953
NY,Timothy Kennedy,D,Sen,SD-063,no,0,2,0,11114
NY,Amy Paulin,D,Rep,HD-088,yes,0,2,0,1358
MT,Patricia Peppers,D,Rep,HD-041,no,0,0,2,14343
MT,Galen Hollenbaugh,D,Rep,HD-081,no,0,0,2,7857
SD,Jason Gant,R,Sen,SD-011,no,0,2,0,8280
NY,Steven Englebright,D,Rep,HD-004,no,0,2,0,1296
NY,Liz Krueger,D,Sen,SD-028,yes,0,2,0,1424
NY,Robert Oaks,R,Rep,HD-130,no,0,1,1,1355
UT,Jack Draxler,R,Rep,HD-003,no,0,2,0,8166
UT,Michael Noel,R,Rep,HD-073,no,0,2,0,8140
MT,Jenifer Gursky,D,Rep,HD-098,no,0,0,2,14255
NY,George Borrello,R,Sen,SD-057,yes,0,2,0,21405
ME,Robert Foley,R,Rep,HD-145,yes,0,1,1,16781
UT,Kraig Powell,R,Rep,HD-054,no,0,2,0,8176
WV,Erikka Storch,R,Rep,HD-004,no,0,2,0,11309
WV,Jonathan Miller,R,Rep,HD-053,no,0,2,0,58
NY,Vivian Cook,D,Rep,HD-032,yes,0,2,0,1285
LA,Jim Tucker,R,Rep,HD-086,no,0,2,0,5257
WV,Patrick Lane,R,Rep,HD-038,no,0,2,0,48
NY,Brian Benjamin,D,Sen,SD-030,no,0,2,0,19392
UT,Patricia Jones,D,Sen,SD-004,no,0,2,0,8175
LA,Richard Gallot,D,Sen,SD-029,no,0,1,1,5315
WV,David Perry,D,Rep,HD-032,no,0,2,0,66
MT,Gordon Pierson,D,Rep,HD-078,no,0,0,2,14344
SD,Dennis Schmidt,R,Sen,SD-033,no,0,2,0,8268
ME,David Miramant,D,Sen,SD-012,no,0,1,1,16639
NY,Michael Norris,R,Rep,HD-144,no,0,0,2,19135
LA,Jack Montoucet,D,Rep,HD-042,no,0,1,1,5226
UT,Stuart Reid,R,Sen,SD-018,no,0,2,0,11765
SD,Martha Vanderlinde,D,Rep,HD-015,no,0,2,0,8317
UT,John Valentine,R,Sen,SD-014,no,0,2,0,8153
SD,Mark Kirkeby,R,Sen,SD-035,no,0,2,0,8213
WV,Troy Andes,R,Rep,HD-015,no,0,2,0,3
NY,Kevin Parker,D,Sen,SD-021,yes,0,2,0,1442
LA,John Anders,D,Rep,HD-021,no,0,2,0,5273
WV,Denise Campbell,D,Rep,HD-043,no,0,2,0,11304
UT,Karen Mayne,D,Sen,SD-005,no,0,2,0,8117
LA,Sam Jones,D,Rep,HD-050,no,0,0,2,5286
MT,Steven Gibson,R,Rep,HD-078,no,0,2,0,10879
SD,Val Rausch,R,Rep,HD-004,no,0,2,0,8300
MT,Nancy Ballance,R,Rep,HD-087,no,0,2,0,14325
ME,Glenn Curry,D,Sen,SD-011,yes,0,2,0,22240
WV,Allen Evans,R,Rep,HD-054,no,0,2,0,31
ME,Edward Crockett,D,Rep,HD-112,yes,0,1,1,21197
MD,Kym Taylor,D,Rep,HD-023,yes,0,1,0,24721
ID,Thomas Loertscher,R,Rep,HD-032B,no,0,1,0,8038
SD,Quinten Burg,D,Rep,HD-022,no,0,1,0,8316
ID,Gary Collins,R,Rep,HD-013B,no,0,1,0,8018
SD,Jeffrey Haverly,R,Sen,SD-035,no,0,1,0,21677
ID,Dean Cameron,R,Sen,SD-027,no,0,1,0,8077
ID,Bart Davis,R,Sen,SD-033,no,0,1,0,8081
ID,Russell Fulcher,R,Sen,SD-022,no,0,1,0,8082
ID,John McGee,R,Sen,SD-010,no,0,1,0,8094
ID,James Hammond,R,Sen,SD-005,no,0,1,0,8085
ID,Diane Bilyeu,D,Sen,SD-029,no,0,0,1,8073
ID,Mike Moyle,R,Rep,HD-010A,yes,0,1,0,8043
NY,Daphne Jordan,R,Sen,SD-043,no,0,0,1,20166
IL,Dan Duffy,R,Sen,SD-026,no,0,1,0,1059
NY,David Carlucci,D,Sen,SD-038,no,0,1,0,11109
IL,Matt Murphy,R,Sen,SD-027,no,0,0,1,1094
NY,James Gaughran,D,Sen,SD-005,no,0,1,0,20152
WV,Michael Caputo,D,Sen,SD-013,no,0,1,0,19
LA,Robert Marionneaux,D,Sen,SD-017,no,0,1,0,5368
IL,Dan Kotowski,D,Sen,SD-028,no,0,0,1,1060
UT,Joel Briscoe,D,Rep,HD-024,no,0,1,0,12070
ME,Kathy Downes,R,Rep,HD-130,no,0,1,0,22721
ID,Nicole LeFavour,D,Sen,SD-019,no,0,0,1,8091
ID,Joyce Broadsword,R,Sen,SD-002,no,0,1,0,8076
ID,Edgar Malepeai,D,Sen,SD-030,no,0,0,1,8093
ID,Phylis King,D,Rep,HD-018B,no,0,0,1,8034
ID,Julie Ellsworth,R,Rep,HD-018A,no,0,0,1,12741
ID,Steven Bair,R,Sen,SD-031,no,0,1,0,8072
ID,Bert Brackett,R,Sen,SD-023,no,0,1,0,8075
ID,Joseph Stegner,R,Sen,SD-007,no,0,0,1,8102
ID,Dean Mortimer,R,Sen,SD-030,no,0,1,0,8097
ID,Dan Schmidt,D,Sen,SD-005,no,0,0,1,11647
ID,Elliot Werk,D,Sen,SD-017,no,0,0,1,8104
UT,Michael Kennedy,R,Sen,SD-021,no,0,1,0,14566
ME,John Tuttle,D,Rep,HD-018,no,0,1,0,8914
ID,Scott Bedke,R,Rep,HD-027A,no,0,1,0,8005
